name_SLR;name_Hunt;ra_SLR;ra_Hunt;dec_SLR;dec_Hunt;l_SLR;l_Hunt;b_SLR;b_Hunt;parallax_SLR;parallax_Hunt;pmra_SLR;pmra_Hunt;pmdec_SLR;pmdec_Hunt;nStars_SLR;n_stars_Hunt;r50_SLR;radius_50_pc_Hunt;dSun_SLR;distance_50_Hunt;X_SLR;x_Hunt;Y_SLR;y_Hunt;Z_SLR;z_Hunt;Age_SLR;log_age_50_Hunt;AV_SLR;a_v_50_Hunt;DM_SLR;distance_modulus_50_Hunt
SL014;UBC_255;128.42452163103448;128.5525315428498;-61.46797192209592;-61.46644914352876;276.76025515186;276.7718041490824;-12.503912934685928;-12.491024117661071;1.057128163499116;1.0606554918474536;-4.859960254842709;-4.878438303462809;2.861086612876;2.8919163899382667;50;112;0.2344188459159064;4.236582821459711;862.13;920.1819979494868;99.07863664644384;-8016.548696993664;-835.8294604396445;-892.1334502581551;-186.65656624253705;-178.49489561929843;9.628388930050312;8.988640308380127;0.59;0.4242821782827377;10.17;9.788140773773192
SL018;Collinder_269;200.90168703408565;200.9641084212909;-66.19239516330785;-66.19097902376076;306.1960996081506;306.20073320904214;-3.524810454534652;-3.5251978497806817;0.5863471623892288;0.5754381146005638;-5.114284848427475;-5.108605161197162;-2.423451796362309;-2.4358118175976142;49;102;0.1184373847343422;2.5345974332966064;747.09;1618.7542936454392;440.3599256369396;-7167.979299157433;-601.7614869544545;-1303.7873452319936;-45.93165369756369;-81.17716315082583;9.544068044350276;8.611828327178955;0.36;0.613958477973938;9.67;11.048667907714844
SL020;FSR_0278;307.7581208977493;307.76188331214763;51.01868315980387;51.017063883773616;87.84919613004533;87.85589149365967;6.815945383165785;6.817075500579716;0.5775058374393677;0.578382723868144;-4.59310306277138;-4.602001248643388;-9.76709775259917;-9.736770733264295;87;178;0.1087732361401765;3.261233353872731;1289.69;1678.3713078223834;48.05972050124668;-8059.113098840076;1279.6729855338383;1665.3384281597787;153.06080314781673;219.86469655100265;9.602059991327963;8.884968280792236;0.46;1.0587072968482971;10.93;11.11619472503662
S1365;NGC_4372;186.4667359860196;186.44558296621588;-72.66144353946186;-72.63921197171148;301.0045017374098;300.99306572169246;-9.884892924172815;-9.86411558188664;0.1616779403704126;0.1583577965998742;-6.401762738182464;-6.409729794838342;3.364602329218615;3.2984186208773085;180;7642;0.135218265455664;6.803981902641066;4011.42;5399.441306150469;2035.6291259143395;-5385.098971257792;-3387.2529220261927;-4560.137361846593;-688.6378731628398;-911.2044025591912;10.041392685158225;8.926295280456543;1.8;1.5499813556671145;14.52;13.58802604675293
S1367;NGC_6005;238.94970812410315;238.95067638989983;-57.43314129732787;-57.43535783782957;325.78301636698063;325.7811097755401;-2.9854426769462514;-2.985210731132394;0.3830869148898447;0.38680708391259;-4.0313519130320845;-4.035813449233825;-3.822828304224283;-3.813991677921573;109;499;0.0383795921268253;2.0345170634839023;2010.48;2388.113597566456;1660.2375707002068;-6150.259375025843;-1129.0158529984476;-1341.1493444307223;-104.7102808403459;-108.61764999152008;9.096910013008056;8.933359146118164;1.62;1.725647270679474;12.87;11.915190696716309
SL026;HSC_2408;170.2302654702491;169.50820786827174;-59.30084676322384;-59.08580463078735;291.59746629667126;291.17744131190125;1.5630463713965634;1.6376183561631907;0.3533680401229647;3.6459091967562376;-5.2298523485320025;-22.52078803866152;1.827027249958295;6.732041062931753;36;115;0.0546396005943933;7.882014825103619;1878.44;264.68044948763355;691.1653823598135;-8026.375814770469;-1745.9100517805398;-246.7048454077455;51.23806123465487;28.119000536301407;9.544068044350276;8.105865955352783;1.16;0.1386728584766388;12.34;7.071937799453735
S1370;Theia_5150;121.310698969324;121.53231203957348;-33.023781005692065;-33.10174374248843;250.23189733979245;250.404030628529;-0.6959807538062501;-0.5918050984927749;0.3965190491509345;0.221859996122715;-1.8931415690490343;-2.4037270880978427;2.29162421511589;2.7046909516775943;34;294;0.0597738889944623;22.470347339622663;1246.79;3939.538035110229;-421.6508062525381;-9443.2693075159;-1173.2291095048563;-3711.164859133852;-15.14457979036262;-16.51425554633574;9.397940008672037;8.321956157684326;0.09;1.3332346081733704;10.56;12.9607253074646
SL978;FSR_0270;316.07913808556583;316.0712094785007;44.35302302530034;44.342147500625245;86.16944120457556;86.16051150625336;-1.714505590831389;-1.714964701649636;0.4023971637430493;0.3974944685903106;-2.259800600945699;-2.2526176382050416;-3.41563982488742;-3.4265428160219304;45;245;0.0505431530996044;3.2576530374644213;674.17;2344.1584106858672;45.018485164881646;-7965.253031428333;672.3627502491797;2337.849389144002;-20.170695843683507;-49.75228388732257;10.105510184769974;7.885934591293335;1.42;3.173358201980591;10.33;11.827051162719728
S1371;NGC_7128;325.9960175137404;325.98916819705806;53.718054625251945;53.71574776595461;97.34613437380143;97.34331477268832;0.4261806139798719;0.4293466471700088;0.2714015374864152;0.2773655906623999;-4.081762790759894;-4.054232641204783;-4.134922298336855;-4.131049192563384;47;286;0.0249704819641404;1.853914306711182;1078.82;3398.9027613524004;-137.9376018865958;-8556.3202270588;1069.9352402647637;3370.9310223559314;8.024464178831;47.38623783043436;8.929418925714293;7.249383926391602;1.95;3.1850017309188843;11.8;12.612253189086914
SL979;IC_4725;277.9272648464424;277.9424850867724;-19.140622500800788;-19.130842976392344;13.675023404034642;13.688300701487096;-4.43346530277576;-4.437287059601716;1.5098558538817957;1.5117148188943663;-1.660653974817702;-1.6916479719802089;-6.11129700376594;-6.165476069316909;234;725;0.1784466344676084;3.0424018749389417;628.7;644.9354901116168;609.0498972980258;-7497.363514370658;148.18911399662076;152.15941804462997;-48.59937339267681;-30.695931884212943;8.176091259055681;7.98186469078064;1.79;1.3613398671150208;10.49;8.955403327941895
S1377;UBC_159;338.9772228736245;338.9971158114358;39.630285975924544;39.63532813699212;96.40082191578946;96.39618308891984;-16.12570754192559;-16.15685366775387;2.00979027297226;2.018350492266934;-1.9232497708168947;-2.0177794992254268;-4.754598737890915;-4.675971090506754;228;232;0.4165411176902779;3.547650507259428;257.65;487.016155301246;-27.593501039403776;-8174.431678605273;245.96975107385157;464.8691976910048;-71.56118191488957;-114.58644693604856;7.698970004336019;6.682375192642212;0.13;0.4248440861701965;7.16;8.408109188079834
SL033;PHOC_16;111.17537503725272;111.05044374921096;-20.94341665236855;-20.20839054790637;235.2694641713909;234.56575182580505;-2.451028155710708;-2.207542262192892;0.2868754502746569;0.3268147588562983;-1.608465152818576;-2.7219307821616345;1.9301984329658133;3.1084801420668984;61;119;0.023110920419715;2.8623539858413105;1879.2;2724.458124883052;-1069.633860660672;-9700.62108711325;-1542.9898032962735;-2218.188709233329;-80.36486204725315;-80.10737079684634;9.477121254719663;8.07571029663086;0.68;1.0174028873443604;11.94;12.120941638946531
S1379;NGC_6611;274.28710072111585;274.67526577225925;-13.34984499067249;-13.789589927127455;17.16473444649836;16.957726574563086;1.3643876956831884;0.822607421512435;0.5769637667507929;0.5397067508105254;-1.040728052606676;0.2279004635536682;1.1637200531002574;-1.6079372869486217;134;504;0.0533346762741787;2.163790166179594;937.35;1698.4493775565102;895.3466901952356;-6497.482092781186;276.55232130239835;495.32742491950313;22.31905998674366;41.02703842091528;9.301029995663981;6.797926902770996;2.33;2.507896900177002;11.81;11.182013988494871
S1380;Theia_1966;248.17284146078129;248.32725295742628;-52.61206345241824;-52.639560158022284;332.9091498431306;332.9784105217442;-3.117689119118785;-3.2264626586661382;0.616316550315091;0.8307625024675573;-2.5846488723536982;-0.5207504772046013;-4.9713287669812924;-0.8254309658794922;33;199;0.0887919580485576;32.10014787756164;1096.09;1148.26274566195;974.3887747466314;-7100.850961076651;-498.42359130898586;-520.8597743496732;-59.61314766401036;-46.44182071687005;8.602059991327963;7.973569631576538;1.34;0.9263330399990082;11.32;10.277734279632568
SL981;IC_4651;261.2138598014118;261.1915516902238;-49.9206455564888;-49.92855831921758;340.080333319677;340.0876521816832;-7.904599418779042;-7.897408751762789;1.0634410922966957;1.0608360640744114;-2.4368214443884657;-2.4327897439916426;-5.052321964274728;-5.05705054379473;883;1015;0.2623052999744737;2.768632957427578;763.26;910.783553327458;710.7768158478448;-7274.0863313216;-257.57359296433555;-307.25525198785425;-104.96661307597648;-106.51247917839304;9.439332693830263;9.221448421478271;0.44;0.1922892183065414;9.78;9.745540142059326
SL037;UPK_42;293.91465818272354;293.91765055799067;-3.6443366524968415;-3.666173450281664;34.70003941628563;34.70813639634636;-11.519059105618052;-11.508443873668552;1.685293794634239;1.687005063324555;-0.4364072091121365;-0.4249608386591683;-5.034684882528447;-5.022088436127519;109;165;0.250394245394963;3.072623250872978;482.24;580.5217360342112;388.4849751584621;-7654.639961269391;269.0001454161243;323.9011026725919;-96.30038131925036;-96.21730813961534;8.845098040014257;8.296431064605713;1.18;1.5602312684059143;9.4;8.755758285522461
SL039;NGC_6800;292.08030693286963;291.760511691486;25.350979045969588;25.163161126273707;59.54608641224307;59.249290818273;3.801014870688232;3.970630815026703;0.6539968053796745;0.9335223141533328;-0.7793106639911537;0.4204116893736666;-3.71296495267754;-0.8776816710467742;44;184;0.0645593020979344;5.405068989155273;1325.41;1022.5930293181308;670.2999027638001;-7600.192417418993;1140.0393462965064;876.7065001728686;87.86351546958933;90.27559092911407;8.778151250383644;8.453831195831299;1.67;1.0716677904129028;12.01;10.011603355407717
SL044;CWNU_1020;135.92275074099632;135.00604038752516;-53.84375592276394;-54.50995119834634;273.19549970206947;273.337787951952;-4.684838890929674;-5.528681272654365;0.297833053162632;2.244316978722537;-4.32788993337088;-10.587718147862455;4.737578645480467;7.607543864372559;31;171;0.0617914627349548;9.336976215969749;1275.13;437.5928388128416;70.8422017031844;-8096.722557997508;-1268.89381619366;-434.8182959814607;-104.14596767679603;-21.424859373423185;9.845098040014257;7.534437417984009;0.16;0.158050075173378;10.66;8.178503036499023
SL985;Berkeley_39;116.70913040930829;116.70733305593058;-4.671511162637889;-4.672705442956225;223.54220643027332;223.54191611019644;10.085735913510344;10.087946796013954;0.2254854342310008;0.2306304054268414;-1.7262952141083383;-1.7315815212318042;-1.6339964746111777;-1.6313342382537872;40;1203;0.0473154274738474;3.4975956208997294;3324.14;3809.337246443156;-2372.324345475736;-10838.846415211412;-2254.5753497224714;-2583.6240237925404;582.1287932123928;694.9943310013823;9.903089986991944;9.494969367980955;0.27;0.248440682888031;12.83;12.957701683044434
